Day,Weather,Exam_Day,Price,Food_Type,Demand
Thursday,Cloudy,No,29,Snack,Low
Tuesday,Cloudy,No,35,Beverage,Low
Tuesday,Rainy,Yes,40,Beverage,Low
Friday,Sunny,No,45,Beverage,Low
Monday,Cloudy,Yes,37,Meal,Low
Thursday,Rainy,No,20,Meal,High
Monday,Rainy,Yes,26,Meal,High
Thursday,Rainy,Yes,30,Meal,High
Sunday,Rainy,No,42,Meal,Low
Wednesday,Cloudy,Yes,53,Snack,Low
Saturday,Sunny,No,23,Beverage,Low
Wednesday,Cloudy,Yes,26,Beverage,High
Sunday,Rainy,No,20,Meal,High
Wednesday,Rainy,No,26,Meal,Low
Monday,Cloudy,No,36,Beverage,Low
Friday,Cloudy,No,39,Meal,High
Thursday,Rainy,No,54,Beverage,Low
Thursday,Rainy,No,31,Meal,High
Monday,Sunny,No,28,Snack,Low
Friday,Sunny,Yes,20,Snack,High
Monday,Sunny,No,44,Beverage,Low
Tuesday,Cloudy,Yes,48,Beverage,Low
Saturday,Sunny,Yes,41,Beverage,High
Thursday,Sunny,Yes,52,Beverage,Low
Saturday,Cloudy,No,27,Beverage,High
Thursday,Rainy,Yes,23,Snack,High
Saturday,Cloudy,No,39,Meal,High
Sunday,Rainy,No,33,Beverage,Low
Monday,Cloudy,Yes,58,Snack,Low
Thursday,Cloudy,Yes,42,Snack,Low
Friday,Cloudy,No,49,Beverage,High
Monday,Sunny,No,38,Snack,Low
Tuesday,Sunny,No,50,Snack,High
Thursday,Rainy,Yes,38,Beverage,Low
Thursday,Sunny,Yes,41,Snack,Low
Monday,Rainy,No,32,Snack,Low
Wednesday,Rainy,Yes,39,Snack,Low
Thursday,Sunny,No,28,Beverage,High
Thursday,Cloudy,No,51,Meal,Low
Wednesday,Cloudy,Yes,35,Snack,High
Friday,Rainy,No,44,Snack,Low
Wednesday,Rainy,Yes,40,Beverage,Low
Thursday,Rainy,Yes,29,Snack,High
Thursday,Cloudy,Yes,33,Meal,High
Saturday,Rainy,Yes,31,Meal,High
Sunday,Cloudy,No,20,Snack,Low
Thursday,Rainy,No,58,Meal,Low
Friday,Rainy,Yes,46,Snack,Low
Sunday,Sunny,Yes,53,Meal,Low
Wednesday,Sunny,No,58,Snack,Low
Tuesday,Sunny,Yes,53,Beverage,Low
Sunday,Rainy,No,29,Meal,High
Monday,Rainy,No,58,Snack,Low
Saturday,Cloudy,No,53,Beverage,Low
Monday,Rainy,Yes,34,Meal,High
Saturday,Sunny,No,60,Beverage,Low
Tuesday,Sunny,No,43,Snack,Low
Friday,Sunny,No,56,Beverage,Low
Thursday,Cloudy,No,20,Meal,High
Monday,Cloudy,Yes,30,Beverage,High
Friday,Cloudy,No,27,Snack,Low
Friday,Rainy,No,34,Snack,Low
Monday,Sunny,No,37,Snack,Low
Saturday,Sunny,Yes,51,Beverage,Low
Friday,Sunny,Yes,50,Beverage,Low
Tuesday,Sunny,Yes,48,Meal,High
Sunday,Cloudy,Yes,41,Meal,Low
Wednesday,Sunny,Yes,33,Beverage,High
Tuesday,Sunny,No,20,Meal,Low
Sunday,Cloudy,Yes,31,Meal,High
Tuesday,Cloudy,Yes,39,Snack,Low
Saturday,Sunny,Yes,29,Snack,High
Friday,Sunny,Yes,58,Snack,Low
Sunday,Sunny,Yes,33,Beverage,High
Sunday,Cloudy,Yes,45,Meal,Low
Wednesday,Rainy,Yes,28,Beverage,High
Friday,Sunny,No,26,Snack,Low
Friday,Cloudy,No,60,Meal,Low
Saturday,Sunny,No,57,Snack,Low
Saturday,Rainy,No,55,Meal,Low
Wednesday,Sunny,Yes,42,Snack,Low
Monday,Sunny,No,41,Beverage,High
Thursday,Cloudy,Yes,53,Meal,Low
Thursday,Rainy,No,30,Beverage,High
Saturday,Sunny,No,39,Meal,Low
Monday,Sunny,Yes,52,Snack,Low
Tuesday,Rainy,Yes,52,Snack,Low
Tuesday,Cloudy,Yes,30,Meal,High
Thursday,Sunny,No,52,Meal,Low
Friday,Sunny,No,36,Beverage,High
Tuesday,Cloudy,Yes,28,Beverage,High
Monday,Rainy,No,47,Snack,Low
Sunday,Cloudy,No,48,Meal,High
Thursday,Sunny,Yes,57,Snack,Low
Wednesday,Cloudy,No,22,Beverage,Low
Tuesday,Sunny,No,45,Meal,Low
Tuesday,Sunny,No,39,Beverage,Low
Wednesday,Rainy,No,26,Snack,Low
Friday,Cloudy,No,59,Beverage,Low
Sunday,Sunny,No,58,Beverage,Low
Sunday,Sunny,No,42,Beverage,Low
Saturday,Sunny,No,34,Snack,High
Wednesday,Rainy,No,27,Meal,High
Friday,Sunny,Yes,33,Meal,High
Saturday,Cloudy,Yes,23,Meal,High
Wednesday,Sunny,Yes,29,Beverage,High
Sunday,Sunny,Yes,28,Meal,High
Saturday,Cloudy,Yes,34,Meal,High
Tuesday,Cloudy,No,54,Beverage,Low
Wednesday,Rainy,Yes,36,Meal,High
Tuesday,Rainy,Yes,36,Meal,Low
Friday,Rainy,No,38,Beverage,Low
Tuesday,Cloudy,Yes,25,Beverage,High
Friday,Cloudy,Yes,52,Beverage,Low
Tuesday,Cloudy,Yes,58,Beverage,Low
Saturday,Rainy,Yes,33,Snack,High
Wednesday,Cloudy,No,32,Beverage,Low
Tuesday,Rainy,No,38,Snack,Low
Monday,Rainy,Yes,42,Snack,Low
Monday,Rainy,Yes,44,Meal,Low
Tuesday,Cloudy,No,46,Snack,High
Tuesday,Sunny,Yes,51,Meal,Low
Friday,Sunny,No,43,Beverage,Low
Wednesday,Sunny,Yes,25,Snack,High
Friday,Rainy,No,29,Snack,Low
Sunday,Cloudy,No,22,Beverage,Low
Sunday,Sunny,No,32,Meal,High
Tuesday,Sunny,No,28,Meal,Low
Sunday,Rainy,No,46,Snack,Low
Sunday,Sunny,No,37,Meal,Low
Friday,Cloudy,No,39,Meal,Low
Thursday,Cloudy,Yes,22,Snack,High
Thursday,Cloudy,No,42,Snack,High
Wednesday,Sunny,Yes,54,Snack,Low
Sunday,Cloudy,No,44,Meal,Low
Monday,Rainy,Yes,52,Meal,Low
Sunday,Rainy,Yes,54,Snack,Low
Friday,Rainy,Yes,58,Beverage,Low
Wednesday,Sunny,No,20,Meal,Low
Wednesday,Cloudy,Yes,33,Meal,High
Monday,Cloudy,Yes,40,Snack,Low
Thursday,Cloudy,No,33,Meal,High
Saturday,Cloudy,Yes,35,Meal,High
Tuesday,Cloudy,Yes,47,Beverage,High
Thursday,Rainy,Yes,28,Meal,High
Tuesday,Sunny,No,39,Snack,Low
Saturday,Rainy,Yes,49,Beverage,High
Wednesday,Rainy,No,59,Snack,Low
Thursday,Sunny,Yes,51,Beverage,Low
Monday,Sunny,No,57,Meal,Low
Saturday,Sunny,Yes,50,Snack,High
Sunday,Rainy,No,51,Meal,Low
Sunday,Sunny,No,36,Beverage,Low
Tuesday,Sunny,No,20,Meal,High
Sunday,Rainy,No,44,Meal,High
Sunday,Sunny,No,53,Beverage,Low
Saturday,Rainy,Yes,54,Meal,Low
Sunday,Rainy,No,48,Beverage,High
Tuesday,Sunny,Yes,41,Beverage,Low
Monday,Rainy,No,38,Snack,Low
Saturday,Sunny,No,48,Meal,Low
Monday,Cloudy,Yes,38,Meal,Low
Thursday,Sunny,Yes,26,Meal,High
Thursday,Rainy,Yes,54,Meal,Low
Thursday,Sunny,Yes,47,Meal,High
Sunday,Cloudy,Yes,44,Snack,Low
Saturday,Sunny,No,31,Beverage,High
Saturday,Cloudy,Yes,47,Snack,Low
Tuesday,Sunny,Yes,42,Beverage,High
Friday,Sunny,No,29,Meal,High
Saturday,Sunny,No,51,Beverage,Low
Saturday,Sunny,No,53,Beverage,Low
Thursday,Cloudy,No,26,Beverage,Low
Tuesday,Rainy,Yes,34,Beverage,High
Monday,Cloudy,Yes,44,Snack,Low
Saturday,Rainy,No,44,Snack,Low
Monday,Cloudy,Yes,20,Meal,High
Saturday,Sunny,No,38,Beverage,Low
Tuesday,Sunny,Yes,28,Beverage,High
Sunday,Sunny,No,47,Snack,High
Wednesday,Cloudy,No,60,Meal,Low
Monday,Rainy,No,47,Snack,Low
Wednesday,Rainy,Yes,48,Snack,Low
Sunday,Cloudy,Yes,44,Snack,High
Thursday,Rainy,Yes,49,Beverage,High
Sunday,Sunny,Yes,39,Beverage,High
Wednesday,Rainy,Yes,40,Beverage,Low
Wednesday,Cloudy,Yes,59,Snack,Low
Friday,Cloudy,Yes,20,Beverage,High
Monday,Sunny,No,27,Meal,High
Tuesday,Cloudy,Yes,21,Beverage,High
Tuesday,Cloudy,Yes,25,Meal,High
Sunday,Cloudy,Yes,26,Snack,High
Monday,Cloudy,Yes,57,Beverage,Low
Thursday,Rainy,Yes,30,Beverage,High
Saturday,Cloudy,No,41,Meal,Low
Monday,Cloudy,Yes,44,Beverage,High
Friday,Sunny,Yes,59,Beverage,Low
Monday,Sunny,Yes,33,Beverage,High
Friday,Rainy,No,45,Meal,High
Monday,Sunny,No,22,Snack,High
Wednesday,Cloudy,Yes,54,Snack,Low
Saturday,Cloudy,No,44,Beverage,High
Sunday,Cloudy,No,55,Snack,Low
Wednesday,Cloudy,Yes,50,Beverage,High
Saturday,Rainy,Yes,49,Meal,Low
Sunday,Cloudy,No,30,Snack,High
Tuesday,Sunny,No,24,Meal,High
Tuesday,Rainy,No,47,Snack,Low
Tuesday,Rainy,Yes,49,Beverage,High
Tuesday,Sunny,No,24,Meal,Low
Monday,Sunny,No,21,Snack,Low
Tuesday,Sunny,Yes,28,Snack,High
Monday,Rainy,Yes,25,Beverage,High
Thursday,Sunny,Yes,29,Beverage,High
Thursday,Sunny,Yes,50,Snack,High
Tuesday,Rainy,Yes,30,Meal,High
Friday,Sunny,No,32,Meal,Low
Sunday,Rainy,No,21,Snack,Low
Monday,Cloudy,No,47,Meal,High
Sunday,Rainy,Yes,26,Beverage,High
Wednesday,Cloudy,Yes,25,Beverage,High
Sunday,Cloudy,Yes,29,Beverage,High
Sunday,Cloudy,No,40,Meal,Low
Tuesday,Sunny,Yes,58,Meal,Low
Tuesday,Cloudy,Yes,56,Beverage,Low
Saturday,Cloudy,Yes,55,Beverage,Low
Wednesday,Cloudy,Yes,56,Snack,Low
Saturday,Sunny,Yes,25,Meal,High
Thursday,Cloudy,No,49,Beverage,High
Friday,Cloudy,No,50,Snack,High
Wednesday,Rainy,Yes,32,Snack,High
Tuesday,Cloudy,Yes,44,Snack,Low
Thursday,Rainy,Yes,52,Beverage,Low
Sunday,Sunny,Yes,23,Snack,High
Wednesday,Rainy,Yes,53,Beverage,Low
Thursday,Sunny,Yes,52,Snack,Low
Friday,Rainy,No,60,Meal,Low
Sunday,Sunny,No,23,Snack,Low
Monday,Rainy,Yes,26,Meal,High
Thursday,Sunny,No,29,Meal,Low
Tuesday,Rainy,No,51,Beverage,Low
Wednesday,Rainy,No,33,Meal,Low
Monday,Sunny,No,26,Beverage,Low
Monday,Cloudy,Yes,41,Beverage,High
Wednesday,Cloudy,No,33,Snack,High
Monday,Rainy,Yes,22,Snack,High
Tuesday,Rainy,No,50,Snack,Low
Tuesday,Cloudy,Yes,28,Snack,High
Saturday,Cloudy,Yes,42,Snack,Low
Saturday,Sunny,No,57,Beverage,Low
Saturday,Sunny,Yes,55,Meal,Low
Saturday,Rainy,Yes,35,Snack,High
Wednesday,Sunny,No,49,Beverage,Low
Monday,Cloudy,No,43,Meal,High
Friday,Cloudy,No,39,Meal,Low
Wednesday,Sunny,Yes,50,Snack,Low
Thursday,Sunny,No,24,Beverage,High
Sunday,Cloudy,No,51,Meal,Low
Saturday,Sunny,No,33,Meal,High
Tuesday,Sunny,No,50,Beverage,Low
Monday,Cloudy,Yes,31,Beverage,High
Sunday,Cloudy,Yes,20,Beverage,High
Wednesday,Rainy,No,22,Meal,Low
Wednesday,Cloudy,Yes,42,Beverage,Low
Tuesday,Sunny,Yes,22,Beverage,High
Sunday,Rainy,No,41,Beverage,Low
Wednesday,Sunny,Yes,27,Meal,High
Friday,Sunny,No,29,Beverage,Low
Friday,Rainy,No,46,Beverage,Low
Saturday,Rainy,Yes,51,Beverage,Low
Wednesday,Sunny,No,57,Meal,Low
Saturday,Sunny,Yes,50,Meal,High
Sunday,Sunny,No,57,Meal,Low
Tuesday,Sunny,No,44,Snack,Low
Wednesday,Rainy,No,52,Meal,Low
Tuesday,Sunny,Yes,42,Meal,High
Friday,Sunny,No,24,Beverage,High
Saturday,Cloudy,Yes,57,Beverage,Low
Sunday,Cloudy,No,52,Beverage,Low
Friday,Cloudy,No,46,Meal,Low
Wednesday,Cloudy,No,21,Meal,High
Sunday,Rainy,No,29,Snack,Low
Saturday,Sunny,No,33,Meal,Low
Thursday,Cloudy,Yes,35,Meal,High
Tuesday,Rainy,Yes,27,Snack,High
Wednesday,Sunny,No,25,Meal,Low
Tuesday,Sunny,No,55,Beverage,Low
Saturday,Cloudy,Yes,55,Meal,Low
Wednesday,Rainy,Yes,46,Meal,High
Sunday,Cloudy,No,47,Snack,Low
Monday,Cloudy,No,59,Snack,Low
Sunday,Sunny,No,20,Meal,Low
Thursday,Cloudy,No,50,Meal,Low
Friday,Cloudy,Yes,38,Snack,High
Friday,Cloudy,No,57,Meal,Low
Wednesday,Rainy,Yes,42,Snack,Low
Wednesday,Sunny,No,58,Meal,Low
Saturday,Cloudy,No,56,Snack,Low
Monday,Sunny,No,27,Snack,Low
Friday,Sunny,Yes,32,Meal,High
Tuesday,Rainy,Yes,32,Meal,High
Thursday,Cloudy,Yes,58,Snack,Low
Thursday,Cloudy,Yes,28,Snack,High
Tuesday,Rainy,Yes,32,Snack,High
Saturday,Cloudy,No,39,Beverage,Low
Tuesday,Cloudy,Yes,51,Beverage,Low
Saturday,Rainy,No,37,Meal,High
Thursday,Cloudy,Yes,26,Beverage,High
Saturday,Cloudy,Yes,38,Snack,High
Saturday,Rainy,Yes,23,Snack,High
Friday,Rainy,Yes,42,Snack,Low
Saturday,Sunny,Yes,35,Meal,High
Monday,Sunny,Yes,38,Meal,Low
Wednesday,Rainy,No,56,Beverage,Low
Saturday,Sunny,Yes,25,Meal,High
Monday,Sunny,Yes,53,Beverage,Low
Thursday,Sunny,No,37,Beverage,Low
Wednesday,Sunny,No,20,Meal,Low
Monday,Rainy,No,59,Beverage,Low
Sunday,Cloudy,No,41,Meal,High
Wednesday,Rainy,No,42,Beverage,Low
Monday,Rainy,No,37,Snack,Low
Tuesday,Sunny,No,42,Beverage,Low
Wednesday,Rainy,Yes,33,Meal,High
Sunday,Rainy,No,57,Meal,Low
Sunday,Sunny,No,55,Meal,Low
Wednesday,Sunny,No,35,Snack,Low
Wednesday,Rainy,No,26,Meal,High
Saturday,Rainy,Yes,47,Beverage,Low
Monday,Cloudy,Yes,23,Snack,High
Monday,Sunny,Yes,29,Meal,High
Friday,Rainy,Yes,32,Snack,High
Thursday,Sunny,No,31,Beverage,High
Tuesday,Sunny,No,51,Snack,Low
Sunday,Rainy,Yes,45,Snack,Low
Friday,Sunny,Yes,55,Meal,Low
Thursday,Sunny,No,48,Meal,Low
Wednesday,Rainy,Yes,39,Meal,Low
Tuesday,Cloudy,Yes,27,Beverage,High
Sunday,Sunny,Yes,51,Meal,Low
Monday,Cloudy,Yes,48,Snack,Low
Saturday,Rainy,Yes,23,Beverage,High
Sunday,Rainy,No,51,Beverage,Low
Monday,Rainy,No,60,Meal,Low
Saturday,Sunny,No,50,Beverage,High
Monday,Cloudy,No,20,Beverage,High
Sunday,Sunny,No,47,Meal,High
Tuesday,Cloudy,Yes,27,Meal,High
Monday,Cloudy,Yes,24,Beverage,High
Friday,Cloudy,Yes,28,Meal,High
Tuesday,Rainy,No,58,Meal,Low
Monday,Rainy,Yes,58,Snack,Low
Wednesday,Rainy,Yes,58,Snack,Low
Saturday,Rainy,No,20,Meal,High
Sunday,Cloudy,Yes,30,Beverage,High
Tuesday,Cloudy,No,54,Meal,Low
Wednesday,Sunny,No,47,Beverage,High
Sunday,Cloudy,No,34,Snack,Low
Sunday,Sunny,No,23,Snack,Low
Thursday,Cloudy,Yes,52,Meal,Low
Saturday,Sunny,Yes,43,Snack,High
Saturday,Cloudy,Yes,27,Meal,High
Friday,Rainy,Yes,20,Snack,High
Saturday,Cloudy,No,34,Beverage,High
Wednesday,Cloudy,Yes,51,Snack,Low
Thursday,Cloudy,No,50,Beverage,Low
Monday,Sunny,No,27,Snack,Low
Wednesday,Sunny,Yes,45,Beverage,Low
Sunday,Cloudy,Yes,33,Snack,High
Wednesday,Cloudy,No,54,Beverage,Low
Wednesday,Cloudy,No,23,Meal,Low
Wednesday,Sunny,No,50,Snack,Low
Tuesday,Sunny,Yes,22,Snack,High
Saturday,Cloudy,No,35,Meal,Low
Monday,Cloudy,No,24,Meal,Low
Saturday,Sunny,No,20,Meal,High
Monday,Rainy,No,58,Meal,Low
Thursday,Sunny,No,58,Meal,Low
Saturday,Rainy,No,37,Meal,High
Tuesday,Sunny,Yes,26,Snack,High
Friday,Cloudy,Yes,56,Snack,Low
Thursday,Sunny,Yes,27,Snack,High
Monday,Sunny,Yes,29,Beverage,High
Thursday,Sunny,Yes,30,Meal,High
Monday,Cloudy,No,53,Beverage,Low
Tuesday,Sunny,No,21,Snack,High
Sunday,Rainy,No,27,Meal,Low
Friday,Rainy,Yes,31,Beverage,High
Wednesday,Cloudy,Yes,42,Meal,High
Saturday,Cloudy,Yes,31,Beverage,High
Wednesday,Sunny,Yes,36,Snack,High
Sunday,Sunny,No,49,Beverage,High
Friday,Cloudy,No,44,Snack,High
Tuesday,Rainy,No,45,Meal,Low
Thursday,Cloudy,Yes,39,Snack,High
Thursday,Rainy,No,20,Snack,Low
Tuesday,Rainy,No,48,Snack,Low
Tuesday,Cloudy,Yes,56,Snack,Low
Tuesday,Cloudy,No,31,Meal,High
Sunday,Sunny,Yes,40,Snack,High
Saturday,Rainy,Yes,44,Meal,Low
Tuesday,Sunny,No,37,Beverage,Low
Wednesday,Sunny,Yes,28,Snack,High
Sunday,Cloudy,No,56,Snack,Low
Monday,Cloudy,Yes,28,Beverage,High
Tuesday,Cloudy,No,53,Snack,Low
Tuesday,Sunny,Yes,56,Meal,Low
Thursday,Sunny,Yes,50,Meal,High
Sunday,Sunny,Yes,37,Beverage,Low
Tuesday,Rainy,Yes,51,Snack,Low
Sunday,Cloudy,No,26,Snack,Low
Friday,Rainy,Yes,29,Meal,High
Tuesday,Cloudy,No,35,Meal,Low
Saturday,Rainy,No,33,Meal,Low
Tuesday,Rainy,No,42,Snack,Low
Friday,Sunny,Yes,22,Snack,High
Sunday,Cloudy,Yes,47,Beverage,Low
Tuesday,Rainy,No,39,Meal,High
Wednesday,Rainy,Yes,40,Snack,Low
Tuesday,Sunny,Yes,25,Beverage,High
Monday,Rainy,Yes,60,Meal,Low
Monday,Rainy,Yes,30,Meal,High
Thursday,Sunny,No,28,Meal,Low
Friday,Cloudy,No,35,Beverage,High
Friday,Cloudy,Yes,56,Meal,Low
Thursday,Cloudy,Yes,38,Meal,Low
Thursday,Sunny,Yes,50,Meal,Low
Thursday,Sunny,No,53,Meal,Low
Sunday,Sunny,No,30,Beverage,High
Monday,Sunny,No,33,Beverage,Low
Friday,Rainy,Yes,41,Beverage,High
Sunday,Sunny,No,27,Meal,Low
Friday,Sunny,Yes,54,Beverage,Low
Monday,Rainy,No,60,Meal,Low
Friday,Cloudy,Yes,34,Beverage,High
Tuesday,Cloudy,No,56,Meal,Low
Saturday,Cloudy,No,50,Meal,High
Monday,Rainy,Yes,50,Beverage,High
Thursday,Rainy,Yes,26,Beverage,High
Monday,Sunny,Yes,48,Meal,Low
Tuesday,Sunny,No,29,Meal,Low
Wednesday,Cloudy,No,34,Snack,High
Sunday,Sunny,Yes,46,Snack,High
Thursday,Rainy,Yes,50,Meal,High
Thursday,Sunny,Yes,33,Snack,High
Monday,Sunny,Yes,33,Beverage,High
Thursday,Rainy,No,39,Beverage,Low
Sunday,Cloudy,No,49,Snack,High
Monday,Cloudy,Yes,38,Snack,Low
Wednesday,Rainy,Yes,46,Snack,Low
Monday,Sunny,Yes,56,Beverage,Low
Wednesday,Cloudy,No,23,Beverage,Low
Monday,Sunny,Yes,53,Meal,Low
Friday,Sunny,No,50,Beverage,High
Tuesday,Cloudy,No,23,Meal,High
Saturday,Cloudy,Yes,37,Beverage,Low
Wednesday,Cloudy,Yes,29,Beverage,High
Thursday,Sunny,No,59,Snack,Low
Sunday,Rainy,No,23,Snack,Low
Saturday,Cloudy,Yes,54,Snack,Low
Saturday,Cloudy,No,34,Beverage,Low
Saturday,Sunny,Yes,26,Beverage,High
Saturday,Rainy,No,22,Beverage,High
Thursday,Cloudy,Yes,57,Beverage,Low
Thursday,Cloudy,No,32,Snack,Low
Tuesday,Rainy,Yes,47,Beverage,Low
Friday,Cloudy,Yes,56,Snack,Low
Monday,Sunny,Yes,37,Beverage,Low
Monday,Cloudy,Yes,24,Beverage,High
Friday,Cloudy,Yes,53,Meal,Low
Sunday,Sunny,Yes,30,Snack,High
Tuesday,Cloudy,Yes,24,Meal,High
Tuesday,Sunny,Yes,53,Snack,Low
Saturday,Cloudy,No,20,Beverage,High
Monday,Rainy,Yes,32,Snack,High
Saturday,Rainy,No,60,Meal,Low
Sunday,Sunny,No,57,Snack,Low
Thursday,Sunny,No,29,Beverage,High
Monday,Sunny,Yes,51,Snack,Low
Monday,Rainy,No,44,Meal,Low
Friday,Cloudy,Yes,37,Snack,High
Monday,Cloudy,Yes,29,Meal,High
Friday,Cloudy,No,28,Beverage,High
Sunday,Cloudy,No,38,Meal,Low
Wednesday,Cloudy,No,21,Meal,High
Friday,Sunny,No,44,Beverage,High
Tuesday,Sunny,No,43,Meal,High
Monday,Sunny,No,30,Meal,High
Wednesday,Rainy,No,20,Meal,High
Saturday,Sunny,Yes,35,Meal,High
Tuesday,Rainy,No,29,Meal,Low
Wednesday,Cloudy,No,58,Meal,Low
Monday,Cloudy,Yes,39,Meal,Low
Monday,Cloudy,Yes,23,Snack,High
Wednesday,Sunny,Yes,50,Beverage,Low
Monday,Sunny,No,33,Beverage,Low
Sunday,Rainy,No,23,Snack,Low
Wednesday,Cloudy,No,60,Meal,Low
Monday,Sunny,No,50,Meal,Low
Tuesday,Sunny,No,49,Beverage,High
Monday,Cloudy,Yes,51,Meal,Low
Tuesday,Sunny,No,56,Meal,Low
Monday,Cloudy,No,42,Beverage,High
Sunday,Cloudy,No,30,Beverage,Low
Saturday,Cloudy,Yes,26,Beverage,High
Friday,Sunny,No,31,Snack,High
Wednesday,Rainy,No,41,Meal,High
Thursday,Rainy,No,29,Meal,Low
Wednesday,Sunny,Yes,24,Snack,High
Wednesday,Sunny,No,27,Beverage,Low
Tuesday,Sunny,Yes,47,Meal,High
Friday,Rainy,No,55,Beverage,Low
Thursday,Sunny,Yes,31,Snack,High
Tuesday,Sunny,Yes,54,Beverage,Low
Thursday,Cloudy,No,56,Snack,Low
Thursday,Rainy,Yes,26,Snack,High
Friday,Sunny,No,26,Meal,Low
Saturday,Rainy,No,20,Snack,Low
Saturday,Cloudy,Yes,42,Snack,High
Wednesday,Sunny,No,49,Meal,Low
Friday,Rainy,Yes,52,Beverage,Low
Wednesday,Sunny,Yes,29,Beverage,High
Friday,Cloudy,Yes,58,Beverage,Low
Thursday,Rainy,No,47,Snack,Low
Monday,Sunny,Yes,28,Snack,High
Saturday,Rainy,Yes,48,Snack,Low
Thursday,Cloudy,Yes,33,Meal,High
Wednesday,Cloudy,No,53,Snack,Low
Friday,Sunny,Yes,28,Meal,High
Thursday,Rainy,Yes,31,Snack,High
Tuesday,Cloudy,Yes,56,Beverage,Low
Saturday,Cloudy,No,35,Meal,Low
Sunday,Rainy,Yes,54,Meal,Low
Saturday,Rainy,Yes,46,Snack,Low
Sunday,Cloudy,No,56,Beverage,Low
Wednesday,Cloudy,No,22,Beverage,High
Friday,Cloudy,Yes,28,Snack,High
Friday,Cloudy,Yes,39,Beverage,Low
Monday,Sunny,Yes,43,Beverage,High
Saturday,Sunny,No,32,Snack,Low
Tuesday,Cloudy,No,21,Snack,Low
Tuesday,Sunny,Yes,22,Meal,High
Wednesday,Cloudy,Yes,48,Meal,Low
Saturday,Sunny,Yes,53,Beverage,Low
Friday,Rainy,No,44,Meal,High
Monday,Cloudy,No,38,Meal,High
Sunday,Cloudy,No,32,Snack,Low
Friday,Rainy,No,36,Meal,Low
Sunday,Sunny,Yes,41,Meal,High
Sunday,Rainy,No,29,Meal,High
Tuesday,Sunny,No,26,Meal,Low
Wednesday,Cloudy,No,42,Snack,High
Thursday,Cloudy,No,49,Meal,Low
Saturday,Cloudy,No,27,Beverage,High
Wednesday,Rainy,No,47,Beverage,Low
Monday,Rainy,Yes,58,Beverage,Low
Sunday,Sunny,No,32,Beverage,High
Sunday,Rainy,No,37,Snack,Low
Tuesday,Rainy,No,53,Snack,Low
Monday,Cloudy,Yes,36,Beverage,High
Sunday,Cloudy,Yes,54,Beverage,Low
Thursday,Cloudy,No,41,Snack,High
Tuesday,Rainy,Yes,56,Snack,Low
Sunday,Sunny,Yes,60,Snack,Low
Monday,Rainy,No,54,Snack,Low
Thursday,Sunny,No,31,Beverage,Low
Thursday,Rainy,No,31,Meal,Low
Friday,Sunny,Yes,28,Beverage,High
Sunday,Cloudy,No,25,Beverage,High
Tuesday,Rainy,Yes,49,Snack,Low
Thursday,Sunny,Yes,59,Snack,Low
Wednesday,Sunny,No,47,Snack,Low
Monday,Rainy,No,60,Beverage,Low
Monday,Rainy,Yes,23,Snack,High
Wednesday,Sunny,Yes,46,Meal,High
Tuesday,Cloudy,Yes,41,Beverage,Low
Saturday,Rainy,Yes,35,Meal,High
Saturday,Sunny,Yes,26,Meal,High
Tuesday,Rainy,Yes,39,Beverage,High
Friday,Rainy,Yes,39,Beverage,High
Thursday,Cloudy,Yes,52,Snack,Low
Monday,Cloudy,Yes,40,Beverage,Low
Saturday,Rainy,Yes,49,Beverage,High
Wednesday,Rainy,No,47,Meal,Low
Tuesday,Cloudy,Yes,54,Meal,Low
Sunday,Sunny,Yes,44,Beverage,High
Sunday,Sunny,No,43,Meal,Low
Monday,Sunny,No,55,Beverage,Low
Saturday,Cloudy,Yes,39,Beverage,High
Saturday,Rainy,Yes,44,Beverage,High
Monday,Cloudy,Yes,24,Snack,High
Monday,Cloudy,No,37,Beverage,High
Sunday,Sunny,No,47,Snack,Low
Sunday,Cloudy,No,44,Beverage,High
Thursday,Cloudy,Yes,45,Beverage,High
Monday,Rainy,No,30,Beverage,High
Saturday,Cloudy,No,47,Snack,High
Friday,Cloudy,Yes,51,Beverage,Low
Saturday,Rainy,Yes,44,Snack,Low
Monday,Cloudy,No,33,Snack,High
Tuesday,Sunny,No,54,Meal,Low
Monday,Sunny,Yes,34,Meal,High
Monday,Rainy,Yes,25,Beverage,High
Monday,Sunny,Yes,44,Beverage,High
Monday,Rainy,No,21,Snack,Low
Wednesday,Sunny,No,58,Meal,Low
Wednesday,Rainy,No,25,Meal,Low
Thursday,Cloudy,No,52,Meal,Low
Friday,Rainy,No,50,Beverage,Low
Monday,Cloudy,No,38,Snack,Low
Friday,Cloudy,Yes,33,Snack,High
Monday,Sunny,Yes,55,Meal,Low
Monday,Rainy,Yes,58,Beverage,Low
Saturday,Cloudy,Yes,53,Meal,Low
Wednesday,Rainy,Yes,26,Beverage,High
Monday,Rainy,No,45,Beverage,High
Thursday,Rainy,No,37,Snack,Low
Monday,Rainy,Yes,49,Beverage,Low
Tuesday,Rainy,Yes,31,Beverage,High
Friday,Rainy,Yes,52,Snack,Low
Thursday,Cloudy,No,52,Meal,Low
Sunday,Cloudy,No,31,Snack,High
Monday,Rainy,Yes,59,Beverage,Low
Tuesday,Cloudy,No,28,Snack,Low
Friday,Sunny,No,59,Snack,Low
Tuesday,Rainy,Yes,41,Meal,High
